date,ORCL,QCOM,MU,INTC,MSFT,JDSU
1997-08-11,5.0292946258,1.7318048975,26.8751685012,13.6026874506,10.5116960453,32.31
1997-08-12,4.9631196965,1.7554655197,24.4377325769,13.4965601689,10.3406196178,32.31
1997-08-13,5.0072363161,1.7650060932,20.7815786904,13.6380632112,10.3451816559,33.875
1997-08-14,5.1069398762,1.7604266179,21.8784248564,13.56731169,10.3596281098,33.25
1997-08-15,4.919003077,1.722264324,20.7815786904,13.0366752816,10.1033936384,33.875
1997-08-18,5.0954695551,1.6745614566,21.6931797261,13.3904328872,10.1794276061,32.375
1997-08-19,5.4435496832,1.7840872401,22.5462822996,13.8503177745,10.5542750673,32.56
1997-08-20,5.4263442015,1.8081294853,22.9752710223,14.2210557452,10.6873345109,34.0
1997-08-21,5.293994343,1.7890483383,22.3659120412,13.9210692956,10.4835634773,33.375
1997-08-22,5.4104622185,1.7650060932,22.0002966526,13.6196678157,10.4356620776,31.94
1997-08-25,5.2450248953,1.7745466666,22.3659120412,13.3366617312,10.3786366017,31.0
1997-08-26,5.1126750367,1.7604266179,22.3025387072,13.1244071678,10.2645856501,29.81
1997-08-27,5.0795875721,1.7604266179,22.4244105034,13.3196813661,10.2311307042,30.625
1997-08-28,4.8148878549,1.7459249462,22.1221684488,13.0720510422,10.0410457848,34.72
1997-08-29,5.0465001074,1.7650060932,21.6931797261,13.0366752816,10.0509302006,34.125
1997-09-02,5.1457625014,1.8317901075,22.1221684488,13.4611844084,10.4311000395,35.25
1997-09-03,5.0954695551,1.8558323526,21.8150515223,13.2843056056,10.3831986398,35.94
1997-09-04,5.178849966,1.8367512057,21.3275643375,13.3904328872,10.5071340073,35.06
1997-09-05,5.2278194137,1.9081146953,20.2940915056,13.3904328872,10.4402241156,35.69
1997-09-08,5.293994343,1.9653581362,20.9619489488,13.5842920551,10.5922920512,36.875
1997-09-09,5.2781123599,1.9416975139,20.8400771526,13.831922379,10.6067385051,38.375
1997-09-10,5.0292946258,1.9462769892,20.3525899678,13.513540534,10.2744700659,39.0
1997-09-11,5.1616444844,1.9989409548,20.7182053564,13.4781647734,10.4022071317,38.94
1997-09-12,5.1285570197,1.9939798566,20.2940915056,13.3366617312,10.4881255153,38.625
1997-09-15,5.0292946258,1.9367364157,19.7432309867,13.0366752816,9.9368792489,38.875
1997-09-16,5.2450248953,1.9748987096,19.9284761169,13.56731169,10.3695125256,38.81
1997-09-17,4.7818003903,1.9748987096,19.0753735434,13.5319359295,10.1269641684,39.375
1997-09-18,4.8638573026,2.0275626752,19.0120002094,13.4427890129,10.0554922387,39.81
1997-09-19,4.9631196965,2.0752655426,18.22227097,13.513540534,10.2790321039,38.845
1997-09-22,4.9141502489,2.1325089835,19.7432309867,13.6380632112,10.1360882445,39.405
1997-09-23,4.9472377135,2.1370884587,18.1003991737,14.0271965773,10.3026026339,40.19
1997-09-24,5.0292946258,2.1466290322,16.9401796738,13.5319359295,10.0699386925,39.25
1997-09-25,5.0623820905,2.1084667383,17.125424804,13.1781783239,10.0935092225,38.375
1997-09-26,4.9803251781,2.1420495569,16.8183078776,13.1781783239,10.1414106223,37.81
1997-09-29,4.9472377135,2.3519421734,17.0035530078,13.4965601689,10.2265686662,38.0
1997-09-30,4.830769838,2.4328462365,16.9401796738,13.0720510422,10.0600542767,39.75
1997-10-01,4.7645949087,2.3660622222,16.5745642851,13.1951586889,10.1794276061,38.5
1997-10-02,4.7645949087,2.3328610265,16.5745642851,13.1781783239,10.1269641684,38.5
1997-10-03,4.8810627842,2.4614679569,16.5745642851,13.2135540844,10.260023612,38.875
1997-10-06,4.9141502489,2.4378073347,17.06205147,13.2305344495,10.2744700659,38.75
1997-10-07,4.9631196965,2.4473479082,17.7932822473,13.4781647734,10.3831986398,39.5
1997-10-08,4.9300322319,2.4710085304,18.1588976359,13.3904328872,10.5687215212,39.625
1997-10-09,4.9300322319,2.5091708243,18.3441427662,13.4074132523,10.5641594831,41.0
1997-10-10,4.7818003903,2.5759548387,18.4660145624,13.1597829284,10.3786366017,40.75
1997-10-13,4.8148878549,2.5759548387,18.831629951,13.1074268028,10.3976450937,42.125
1997-10-14,4.7645949087,2.5473331182,18.2807694321,13.0012995211,10.3930830556,42.125
1997-10-15,4.6322450501,2.5522942164,17.8566555813,12.2753889144,10.3216111259,42.81
1997-10-16,4.5660701208,2.4759696286,17.125424804,12.0815297465,10.1817086252,41.5
1997-10-17,4.5329826562,2.3469810752,16.3308206927,11.744752506,10.0554922387,39.75
1997-10-20,4.5660701208,2.4378073347,16.2089488965,11.9046509437,10.0843851464,38.5
1997-10-21,4.731507444,2.44238681,16.2089488965,12.046153986,10.5307045373,41.0
1997-10-22,4.6494505317,2.4187261878,15.9067068419,11.8862555482,10.3170490878,40.56
1997-10-23,4.5171006731,2.3424015999,15.4777181192,11.5862690987,10.3124870498,39.5
1997-10-24,4.4998951915,2.2611159139,14.6879888797,11.3202433793,10.2934785578,36.19
1997-10-27,4.1028456158,2.0989261648,12.9817837327,10.5773524075,9.7992577672,28.5
1997-10-28,4.5991575855,2.2660770121,14.0786298987,12.0277585905,10.1414106223,35.5
1997-10-29,4.6494505317,2.1897524243,13.2840257873,11.3598642311,9.9513257028,32.655
1997-10-30,4.4668077269,2.0703044444,12.3090514176,10.7228624985,9.7802492753,31.0
1997-10-31,4.731507444,2.1515901304,13.103655529,10.8998074242,9.8844158112,33.56
1997-11-03,4.7487129256,2.2565364387,13.5911427138,11.1305436074,10.1984360981,34.44
1997-11-04,4.8638573026,2.3946839426,13.649641176,10.7582514836,10.2075601742,35.06
1997-11-05,4.8148878549,2.4855102021,13.71301451,10.5643198451,10.1550967365,35.0
1997-11-06,4.6825379964,2.3565216487,13.2255273252,10.4043616322,10.0410457848,34.72
1997-11-07,4.6243040586,2.3851433691,12.9817837327,10.9620920381,10.0030288009,33.875
1997-11-10,4.5832756024,2.4065142537,12.4942965479,10.6350978153,9.898862265,33.81
1997-11-11,4.6243040586,2.3778925333,12.0945570563,10.7936404688,9.9323172109,33.0
1997-11-12,4.3013704037,2.3660622222,11.6411939744,10.6082021866,9.8228282973,31.94
1997-11-13,4.4178382792,2.4805491039,11.3340770479,11.0328700084,10.0030288009,34.62
1997-11-14,4.5581291293,2.6641097376,11.2755785857,11.1475303202,10.1360882445,35.62
1997-11-17,4.6653325147,2.6354880171,12.3724247517,11.3867598598,10.2554615739,39.0
1997-11-18,4.5991575855,2.6045765591,11.8215642328,11.1475303202,10.1885516823,39.38
1997-11-19,4.607098577,2.6213679684,11.4851980752,11.1914126618,10.2691476881,40.25
1997-11-20,4.6573915232,2.7095228673,12.6746668063,11.4490444736,10.4075295095,40.5
1997-11-21,4.6322450501,2.6572405247,12.7672893714,11.3598642311,10.4835634773,38.75
1997-11-24,4.3013704037,2.5568736917,12.2798021865,11.0597656371,10.3026026339,37.25
1997-11-25,4.4257792707,2.6095376573,12.5527950101,10.8205360975,10.5687215212,41.12
1997-11-26,4.3516633499,2.6068662967,12.2798021865,10.8474317262,10.7633684787,40.94
1997-11-28,4.4085737891,2.5854954121,12.1286811592,10.9889876668,10.7588064406,40.12
1997-12-01,4.2193134913,2.7049433921,13.2547765563,11.5368091568,10.9344449062,40.0
1997-12-02,4.0207887035,2.5950359856,12.7039160374,11.0498567212,10.8158319164,38.25
1997-12-03,4.0035832219,2.5019199885,12.4942965479,11.1121413351,11.0013547978,36.19
1997-12-04,4.0035832219,2.4614679569,12.1579303903,10.8559250826,10.8394024465,40.31
1997-12-05,4.1279920889,2.5568736917,12.5527950101,10.9790787509,10.8827418081,43.75
1997-12-08,4.2854884206,2.6164068702,12.8599119365,11.1036479786,11.1108437114,46.5
1997-12-09,3.0361057557,2.4855102021,12.4942965479,10.7058757856,10.9724618901,45.0
1997-12-10,3.102280685,2.3851433691,11.7630657706,10.5728132015,10.8158319164,41.75
1997-12-11,2.9037558971,2.2660770121,11.2122052517,10.1651320926,10.5732835592,35.88
1997-12-12,3.0109592826,1.9344466781,10.9684616593,9.9796938105,10.3976450937,33.5
1997-12-15,3.0691932203,1.9416975139,10.9684616593,10.2104299936,10.3505040336,33.25
1997-12-16,3.0850752034,2.0035204301,11.4851980752,10.0773674095,10.5732835592,36.53
1997-12-17,2.9950772995,1.9676478738,12.0653078252,9.8381378699,10.3124870498,38.12
1997-12-18,2.9116968886,1.8749134996,11.6996924366,9.7857621719,9.9513257028,36.62
1997-12-19,2.862727441,1.8317901075,13.2547765563,9.9089158402,9.7848113134,38.75
1997-12-22,2.878609424,1.8485815168,12.7965386025,10.1127563946,9.6563139078,38.94
1997-12-23,2.7965525117,1.7745466666,12.523545779,9.9358114689,9.3757485667,34.06
1997-12-24,2.7872880216,1.7482146838,12.3383006487,9.9443048253,9.0434801275,36.0
1997-12-26,2.8375809678,1.7672958308,12.2164288525,10.0334850679,9.1811016092,36.56
1997-12-29,2.878609424,1.9462769892,12.3090514176,10.0334850679,9.6038504701,40.0
1997-12-30,2.9619898349,1.9989409548,12.4601724449,10.1481453798,9.9034243031,39.38
1997-12-31,2.9527253448,1.9271958423,12.6454175752,9.9443048253,9.8273903353,41.38
1998-01-02,3.0440467472,1.9771884473,13.5911427138,10.2812079639,9.9703341947,40.25
1998-01-05,3.0943396935,1.9989409548,13.5911427138,10.5459175728,9.9133087189,43.62
1998-01-06,3.003018291,1.9821495455,13.103655529,10.3519859342,9.9703341947,44.12
1998-01-07,2.7965525117,1.8272106322,12.9184103987,10.2981946768,9.8509608653,42.88
1998-01-08,2.6880256276,1.8462917792,13.8348863062,10.5190219441,9.922432795,42.75
1998-01-09,2.4815598483,1.772256929,13.4058975836,10.1750410085,9.6563139078,38.5
1998-01-12,2.3902384458,1.7959175512,13.9567581025,10.7058757856,9.8463988273,37.12
1998-01-13,2.5225883044,1.8581220903,15.5995899154,10.8913140678,10.0463681625,38.34
1998-01-14,2.5887632337,1.8581220903,15.1754760646,10.6789801569,9.9703341947,38.38
1998-01-15,2.5477347776,1.7554655197,15.3850955541,10.6605778847,10.0600542767,37.78
1998-01-16,2.5728812507,1.7554655197,13.9567581025,10.5897999144,10.283594142,36.84
1998-01-20,2.6800846361,1.8127089605,14.6538647768,10.7936404688,10.4782410995,38.0
1998-01-21,2.6642026531,2.0657249691,15.6629632495,10.8559250826,10.4166535856,38.0
1998-01-22,2.63905618,2.022601577,15.935956073,10.8290294539,10.5405889531,37.31
1998-01-23,2.5728812507,2.0775552802,15.6288391465,10.9267030529,10.5116960453,37.0
1998-01-26,2.5067063214,1.9798598078,15.1754760646,10.9974810232,10.7778149326,34.88
1998-01-27,2.5146473129,2.0035204301,15.7848350457,11.2098149341,11.0393717817,33.19
1998-01-28,2.8044935032,2.0584741333,16.8816812116,11.4532911519,11.3290611989,34.75
1998-01-29,2.9566958405,2.0535130351,16.48194172,11.6118926119,11.2720357231,37.12
1998-01-30,3.0771342118,1.9798598078,16.8475571087,11.4702841654,11.3435076528,36.75
1998-02-02,3.2597770167,2.1466290322,17.1839232662,11.7619975652,11.7761409295,39.5
1998-02-03,3.2677180082,2.1370884587,18.4318904594,12.2222250163,11.8521748973,40.0
1998-02-04,3.2346305436,2.1775404903,18.5245130246,12.3992355744,11.9228864873,39.0
1998-02-05,3.1605146228,2.1466290322,17.0035530078,12.2491306211,11.8187199514,38.56
1998-02-06,3.5734461815,1.822249534,17.5787878859,12.3978194899,12.0232513248,38.88
1998-02-09,3.6647675839,1.8199597964,17.4910401927,12.151420793,11.951779395,39.75
1998-02-10,3.6065336461,1.7699671914,18.0370258397,12.2137285095,12.1084093687,39.75
1998-02-11,3.56550519,1.8031683871,18.22227097,12.0452144582,12.0848388387,40.75
1998-02-12,3.5575641985,1.8176700587,17.3984176275,12.0367179514,12.0703923848,41.0
1998-02-13,3.5072712522,1.7768364043,17.0913007011,11.8682039001,11.9753499251,43.25
1998-02-17,3.3921268753,1.7840872401,16.4234432578,11.9843228262,11.7381239456,41.5
1998-02-18,3.4331553314,1.8104192229,17.06205147,12.3114383376,11.7571324375,41.88
1998-02-19,3.3497749205,1.8031683871,16.545315054,12.8240609139,11.7761409295,43.19
1998-02-20,3.325951946,1.7795077648,16.5745642851,13.001071472,11.7951494214,39.84
1998-02-23,3.4913892692,1.9607786609,16.4526924889,13.3380995746,12.4117849001,41.5
1998-02-24,3.4662427961,1.9153655311,15.7848350457,13.0817882865,12.4878188679,42.0
1998-02-25,3.4490373144,1.9416975139,16.9401796738,13.3111939698,12.9166504462,40.69
1998-02-26,3.3828623852,1.9676478738,17.0913007011,13.0718756952,13.0018084901,39.88
1998-02-27,3.2597770167,1.9462769892,16.1796996654,12.7008615654,12.8877575384,40.06
1998-03-02,3.1936020874,1.891323286,16.7598094154,12.4091481657,12.6687797112,38.19
1998-03-03,3.4490373144,1.8806378437,16.3941940267,12.0806165698,12.8497405545,37.5
1998-03-04,3.4490373144,1.8817827125,16.0870771003,12.2406341143,12.5167117756,39.88
1998-03-05,3.3497749205,1.8176700587,16.8475571087,10.6999342166,12.1745589206,37.47
1998-03-06,3.5575641985,1.8497263856,17.0328022389,11.063867924,12.5836216673,39.88
1998-03-09,3.3828623852,1.8176700587,16.516065823,10.6291299933,12.1030869909,38.5
1998-03-10,3.5734461815,1.8272106322,16.5745642851,10.6914377098,12.3935367478,38.66
1998-03-11,3.6978550486,1.8844540731,16.5745642851,10.7452489194,12.27036172,39.06
1998-03-12,3.6647675839,1.8699524014,16.7256853124,10.8160531427,12.449801884,39.62
1998-03-13,3.8632923718,1.8340798451,16.0870771003,10.8514552543,12.5258358518,40.97
1998-03-16,3.9215263096,1.8653729261,16.4526924889,11.0015602076,12.4695707156,43.75
1998-03-17,3.805058434,1.8317901075,15.5995899154,10.8684482679,12.2216999807,44.16
1998-03-18,3.8884388449,1.8531609921,15.4484688881,10.9038503795,12.4315537317,42.97
1998-03-19,3.8712333633,1.8531609921,15.5995899154,10.9477489979,12.4695707156,42.25
1998-03-20,3.8302049071,1.822249534,14.8683591381,10.7268398214,12.4406778079,40.56
1998-03-23,3.9784367487,1.8317901075,14.6538647768,10.6291299933,12.7539377551,40.25
1998-03-24,4.0115242134,1.8176700587,13.9860073335,10.5413327565,12.9166504462,41.94
1998-03-25,4.0618171596,1.8462917792,14.3516227222,10.7707384398,13.5051533568,42.75
1998-03-26,4.1690205451,1.8772032372,14.2005016949,11.0723644308,13.4199953128,42.5
1998-03-27,4.1107866073,1.9058249577,14.1371283608,11.1700742589,13.3530854212,41.91
1998-03-30,4.143874072,1.891323286,13.8933847684,10.9576615892,13.3728542528,42.0
1998-03-31,4.1769615366,2.041682724,14.1663775919,11.0539553328,13.6100802323,42.06
1998-04-01,4.1531385621,2.0439724616,15.5995899154,10.9746546027,13.7423793362,42.81
1998-04-02,3.9877012388,2.041682724,15.2632237579,10.8160531427,13.8853231956,43.75
1998-04-03,3.7230015217,2.1275478853,15.355846323,10.8684482679,14.1423180067,45.0
1998-04-06,3.5906516631,2.0821347555,14.775736573,10.4620320265,13.6769901239,42.56
1998-04-07,3.5906516631,2.0371032487,13.8641355373,10.2850214683,13.2679273773,41.38
1998-04-08,3.581387173,2.0107712659,13.649641176,10.2751088771,13.5249221884,40.62
1998-04-09,3.56550519,2.0584741333,13.5277693798,10.4436229284,13.5340462645,42.5
1998-04-13,3.7640299778,2.041682724,13.71301451,10.7976440446,13.476260449,41.19
1998-04-14,3.7719709694,2.0893855914,14.5661170835,10.762241933,13.4488882206,44.75
1998-04-15,3.7388835047,2.0848061161,14.809860676,10.6036404729,13.8944472718,49.25
1998-04-16,3.6396211108,2.1325089835,13.9226339995,10.5328362497,13.9431090112,53.91
1998-04-17,3.6065336461,2.1252581476,13.7715129722,10.6475390914,14.0084982234,56.12
1998-04-20,3.6396211108,2.2469958652,14.3808719533,10.8330461563,14.3886680623,56.38
1998-04-21,3.6475621023,2.2801970609,14.3808719533,11.1162630492,14.4266850462,56.06
1998-04-22,3.6396211108,2.2038724731,15.4777181192,11.9036060117,15.0349567885,55.12
1998-04-23,3.4490373144,2.1538798681,14.9317324722,11.78890317,14.3704199101,53.44
1998-04-24,3.5324177253,2.1634204415,15.3265970919,11.6203891187,14.0084982234,54.16
1998-04-27,3.4821247791,2.0870958537,14.5319929806,11.328675719,13.7332552601,53.5
1998-04-28,3.4741837876,2.0561843957,14.7464873419,11.2309658909,13.6663453684,54.31
1998-04-29,3.4913892692,2.1420495569,14.809860676,11.3513330704,13.7621481678,56.25
1998-04-30,3.4252143399,2.1466290322,15.1413519617,11.4476628656,13.7043623523,54.25
1998-05-01,3.3828623852,2.12296841,15.2339745268,11.6346559974,13.6283283846,55.75
1998-05-04,3.4821247791,2.1802118508,15.5069673503,11.6162400071,13.3911024051,55.25
1998-05-05,3.4159498498,2.1466290322,15.5995899154,11.5992406315,13.3439613451,53.62
1998-05-06,3.4821247791,2.1275478853,15.355846323,11.5284098998,13.134107594,54.12
1998-05-07,3.4490373144,2.1134278365,15.1121027306,11.4745785436,12.6779037873,53.62
1998-05-08,3.5575641985,2.1420495569,15.5995899154,11.908062622,13.039825474,54.56
1998-05-11,3.4410963229,2.091675329,15.0536042684,11.6870707389,12.8117235706,53.38
1998-05-12,3.4490373144,2.0870958537,14.6538647768,11.9788933537,13.0307013978,53.38
1998-05-13,3.4410963229,2.1393781964,14.3808719533,12.0143087196,13.2207863173,54.38
1998-05-14,3.4741837876,2.1134278365,13.9226339995,11.9788933537,13.5249221884,54.88
1998-05-15,3.4252143399,2.1847913261,12.8599119365,11.3768321338,13.6009561562,54.94
1998-05-18,3.4000678668,2.1393781964,13.1621539911,11.2450869728,13.086966534,55.06
1998-05-19,3.4490373144,2.1466290322,12.9184103987,11.2705860362,13.1538764256,58.62
1998-05-20,3.325951946,2.1061770007,12.9476596298,10.9079326896,13.039825474,57.31
1998-05-21,3.2597770167,2.1157175741,12.5527950101,10.5013642894,13.134107594,56.12
1998-05-22,3.226689552,2.1145727053,12.4601724449,10.5268633528,13.0109325662,56.5
1998-05-26,3.1763966058,2.041682724,12.4601724449,10.5806947089,12.7159207712,56.5
1998-05-27,3.1605146228,2.0512232974,12.0653078252,10.5268633528,13.0778424578,54.25
1998-05-28,3.2597770167,2.0275626752,11.6070698714,10.4121175674,13.1249835179,53.75
1998-05-29,3.1274271581,1.9894003813,11.4851980752,10.1202949526,12.8968816145,51.0
1998-06-01,3.0189002741,1.9199450064,10.9684616593,9.6329795181,12.7356896028,49.0
1998-06-02,3.226689552,1.9462769892,10.9099631971,9.8100563475,13.0018084901,50.88
1998-06-03,3.118162668,1.9176552688,10.9684616593,9.3411569033,12.8208476468,54.0
1998-06-04,3.2835999912,1.9558175627,11.5778206404,9.6598951962,13.086966534,55.38
1998-06-05,3.4331553314,1.9798598078,11.7289416677,9.8893867671,13.1158594417,56.0
1998-06-08,3.4252143399,1.9748987096,12.0653078252,9.8185560353,13.0307013978,54.88
1998-06-09,3.4490373144,2.022601577,12.6161683441,9.9432181232,13.2390344695,55.41
1998-06-10,3.2915409827,1.9699376114,11.4851980752,9.7123099377,13.0778424578,54.56
1998-06-11,3.226689552,1.8749134996,10.9977108904,9.7123099377,12.9729155823,52.75
1998-06-12,3.3166874559,1.8699524014,10.3298534471,9.6953105621,13.039825474,52.0
1998-06-15,3.2505125266,1.7840872401,9.8131170312,9.474318679,13.0687183817,51.25
1998-06-16,3.2094840704,1.8558323526,10.9684616593,9.8893867671,13.6663453684,52.12
1998-06-17,3.2174250619,1.8676626638,10.4809744744,9.8100563475,13.8473062118,52.75
1998-06-18,3.2597770167,1.8794929749,10.7880914009,9.8723873914,13.8670750434,54.12
1998-06-19,3.2094840704,1.8794929749,11.397450382,9.9163024451,14.3993128178,55.62
1998-06-22,3.2015430789,1.922616367,11.6411939744,10.4560326211,14.5696289056,62.75
1998-06-23,3.2346305436,1.9676478738,11.9141867979,10.6600251285,15.3208445073,63.0
1998-06-24,3.3087464644,2.1252581476,12.5527950101,10.9617640458,15.9580091573,60.0
1998-06-25,3.2677180082,2.1515901304,12.1871796214,10.7138564846,15.4440195351,59.44
1998-06-26,3.2597770167,2.0657249691,12.6161683441,10.8201025823,15.8819751895,59.5
1998-06-29,3.2425715351,2.1347987211,12.4942965479,10.7393555481,16.3381789962,58.56
1998-06-30,3.2505125266,2.1443392946,12.0945570563,10.5013642894,16.4796021762,62.78
1998-07-01,3.1843375973,2.1420495569,12.6746668063,10.6515254407,16.6316701118,63.0
1998-07-02,3.0281647642,2.0752655426,12.6454175752,10.3767022015,16.3092860884,58.38
1998-07-06,3.0519877387,2.0989261648,12.7380401403,10.4092843381,16.3944441323,51.38
1998-07-07,3.0281647642,2.0680147068,13.0402821949,10.6430257529,16.4142129639,52.25
1998-07-08,3.118162668,2.0905304602,13.2840257873,11.0935092068,16.7077040796,51.56
1998-07-09,3.2346305436,2.172961015,13.8933847684,11.2975017143,16.8795408468,52.62
1998-07-10,3.3166874559,2.1561696057,14.229750926,11.2975017143,17.2125696256,51.0
1998-07-13,3.3921268753,2.1347987211,14.3808719533,11.6700713633,17.877106504,50.5
1998-07-14,3.4410963229,2.1515901304,13.8641355373,11.43066349,17.7159144923,52.0
1998-07-15,3.581387173,2.1992929978,14.9902309343,11.9349783,17.8482135962,53.0
1998-07-16,3.6647675839,2.2061622107,14.4442452873,11.9349783,17.8482135962,54.88
1998-07-17,3.5840341702,2.1847913261,14.5027437495,11.7763174609,17.9348923195,56.12
1998-07-20,3.6475621023,2.1611307039,13.7715129722,11.5808246413,17.7919484601,54.12
1998-07-21,3.6727085754,2.1966216372,13.5911427138,11.5638252656,17.1547838101,52.25
1998-07-22,3.4331553314,2.5618347899,13.1621539911,11.6700713633,17.7539314762,52.56
1998-07-23,3.325951946,2.4137650896,13.2255273252,11.6955704267,17.1836767179,54.56
1998-07-24,3.2597770167,2.4042245161,13.1914032222,11.7664011585,17.3068517457,53.25
1998-07-27,3.5324177253,2.3969736802,14.2882493882,12.191385549,17.7539314762,52.12
1998-07-28,3.56550519,2.3278999283,14.5319929806,12.1304711197,17.0696257662,49.62
1998-07-29,3.5244767338,2.3397302394,14.7464873419,11.9888096562,16.8323997867,48.12
1998-07-30,3.5324177253,2.3683519598,15.2047252957,12.4137940467,17.2505866095,49.88
1998-07-31,3.5072712522,2.3790374021,16.2381981276,11.9618939781,16.7183488351,50.0
1998-08-03,3.5244767338,2.3256101906,16.6964360813,12.0143087196,16.4902469317,48.62
1998-08-04,3.3749213936,2.2515753405,15.8433335078,11.6077403193,15.8910992656,44.69
1998-08-05,3.3338929375,2.22295362,16.7890586465,11.9222287683,15.8622063579,46.12
1998-08-06,3.3921268753,2.2634056516,17.06205147,12.3289421472,16.2515002729,52.0
1998-08-07,3.325951946,2.242034767,16.6964360813,12.2850114338,16.0994323373,56.5
1998-08-10,3.2597770167,2.2492856028,16.1504504343,12.2765087151,15.8819751895,54.12
1998-08-11,3.2425715351,2.1611307039,14.9609817033,11.9831649192,15.7299072539,54.75
1998-08-12,3.341833929,2.1180073118,16.3941940267,12.0285127523,15.9762573095,57.12
1998-08-13,3.2425715351,2.041682724,15.6629632495,12.0809461845,15.8059412217,55.0
1998-08-14,3.1512501327,2.0798450179,16.1796996654,12.2141554444,15.8530822817,54.88
1998-08-17,3.1512501327,2.0512232974,17.1839232662,12.6917248127,16.3184101645,54.75
1998-08-18,3.0850752034,2.1370884587,16.9401796738,12.9581433326,16.9175578306,56.62
1998-08-19,3.2346305436,2.12296841,16.7256853124,12.6917248127,16.8126309551,56.88
1998-08-20,3.2505125266,2.1180073118,15.7214617116,12.1872301685,17.1167668262,55.5
1998-08-21,3.3008054728,2.0512232974,14.5953663146,12.0370154711,16.8217550312,53.66
1998-08-24,3.2094840704,2.0607638709,14.6538647768,11.9930847577,16.7837380473,52.62
1998-08-25,3.1936020874,2.0371032487,14.6538647768,11.9633252421,17.1547838101,52.0
1998-08-26,3.1512501327,1.9653581362,14.3223734911,11.7620942324,17.1167668262,51.12
1998-08-27,2.9950772995,1.872242139,12.7672893714,11.3015303016,16.6134219595,48.12
1998-08-28,2.8203754862,1.7577552573,11.8849375668,10.9118223602,16.0051502173,46.38
1998-08-31,2.63905618,1.6768511942,11.0903334555,10.0884757639,14.5893977373,39.94
1998-09-01,2.7211130923,1.8149986982,11.5193221782,10.7701103814,15.3968784751,43.5
1998-09-02,2.6880256276,1.8031683871,11.6704432055,10.6113929653,15.2919515995,43.0
1998-09-03,2.5225883044,1.6814306695,12.1286811592,10.8763943655,15.092742604,41.5
1998-09-04,2.7383185739,1.6241872286,12.2164288525,11.0889623335,14.6928039335,40.88
1998-09-08,2.862727441,1.8699524014,13.103655529,11.6076281756,15.5063673887,43.25
1998-09-09,2.8865504155,1.8890335483,13.2255273252,11.5140982696,15.5489464106,43.0
1998-09-10,2.9289023702,1.6982220788,13.2840257873,11.2037490363,15.3208445073,41.25
1998-09-11,3.3749213936,1.7363843727,13.5570186109,12.0370154711,15.8530822817,42.69
1998-09-14,3.5152122437,1.7650060932,13.1621539911,12.1603048925,16.119201169,44.25
1998-09-15,3.5734461815,1.8199597964,13.3766483525,12.1787274498,16.4704781001,42.88
1998-09-16,3.6065336461,1.8127089605,13.4058975836,12.0540209085,16.4522299478,42.44
1998-09-17,3.5482997084,1.7936278136,13.8348863062,11.7620942324,15.9580091573,37.62
1998-09-18,3.5985926546,1.8340798451,14.5661170835,11.7620942324,16.0233983696,39.91
1998-09-21,3.6806495669,1.8867438107,15.5995899154,11.9930847577,16.4035682085,41.25
1998-09-22,3.789176451,1.9249061046,14.4734945184,11.8414529404,16.6042978834,43.75
1998-09-23,3.789176451,1.9581073003,15.5410914532,12.3374448659,17.2779588379,45.5
1998-09-24,3.7468244962,1.8390409433,15.1121027306,12.0894489032,16.7457210635,43.88
1998-09-25,3.8302049071,1.9462769892,16.5745642851,12.5145848393,17.192800794,44.0
1998-09-28,3.7230015217,1.8699524014,16.516065823,12.3289421472,16.9266819068,45.0
1998-09-29,3.8460868902,1.8508712544,15.419219657,12.5415101152,17.1639078862,40.75
1998-09-30,3.8553513803,1.8295003699,14.839109907,12.1518021738,16.7365969873,41.0
1998-10-01,3.5734461815,1.772256929,13.13290476,11.824447503,15.824189374,40.38
1998-10-02,3.4410963229,1.8176700587,13.649641176,11.8868007736,15.8333134501,39.88
1998-10-05,3.1433091411,1.6745614566,13.4985201487,11.4163170043,15.3877543989,35.38
1998-10-06,3.0691932203,1.6863917677,13.5570186109,11.2845248641,14.844871869,37.25
1998-10-07,3.226689552,1.6363991627,12.2505529555,11.2037490363,14.3126340946,34.38
1998-10-08,3.1605146228,1.4932905605,12.9817837327,11.1158876095,13.8670750434,36.0
1998-10-09,3.3749213936,1.5623643125,13.8007622033,11.8768809351,14.7308209173,40.25
1998-10-12,3.2835999912,1.6051060817,14.1663775919,12.1078714604,15.1687765717,40.62
1998-10-13,3.2756589997,1.5837351971,14.1371283608,11.8414529404,14.6654317051,43.0
1998-10-14,3.4000678668,1.7386741104,15.2339745268,11.6997409617,15.2356864634,43.0
1998-10-15,3.5403587169,1.8272106322,15.4777181192,11.9831649192,16.0340431251,45.5
1998-10-16,3.5072712522,1.8104192229,15.5995899154,11.8683782164,15.9762573095,48.25
1998-10-19,3.689914057,1.8127089605,16.2089488965,12.0455181898,15.6538732862,50.0
1998-10-20,3.4662427961,1.8844540731,16.2723222305,11.9831649192,15.2448105395,51.38
1998-10-21,3.5906516631,1.9748987096,16.5745642851,12.3374448659,16.1861110606,50.88
1998-10-22,3.5985926546,1.953527825,16.9109304427,12.3827926991,16.7274729112,52.62
1998-10-23,3.5853576688,2.0703044444,16.9694289049,12.3643701419,16.1754663051,53.0
1998-10-26,3.6568265924,2.0798450179,16.8183078776,12.6038633859,16.2803931807,53.94
